research,toefl,intern,greV,greQ,greA,gpa,major,univ,target_univ,admit
0,102.0,0.0,156.0,170.0,3.0,0.8630000000000001,OE,3,University of Florida,0
0,81.0,0.0,144.0,158.0,2.5,0.8400000000000001,OE,4,University of Florida,0
0,105.0,0.0,150.0,169.0,3.5,0.71,CS,3,University of Florida,0
0,113.0,0.0,153.0,170.0,4.0,0.893,EE,3,University of Florida,0
0,100.0,0.0,144.0,170.0,3.5,0.757,CS,3,University of Florida,0
0,111.0,0.0,148.0,163.0,4.5,0.925,CS,3,University of Florida,0
0,112.0,0.0,156.0,161.0,4.0,0.77,EE,3,University of Florida,0
0,114.0,0.0,157.0,164.0,4.5,0.6444,EE,3,University of Florida,0
0,110.0,0.0,151.0,158.0,3.5,0.71,CS,5,University of Florida,0
0,109.0,0.0,155.0,167.0,4.5,0.76,CS,2,University of Florida,0
29,103.0,1.0,155.0,165.0,3.0,0.65,EE,4,University of Florida,0
0,110.0,3.0,156.0,162.0,3.5,0.6474,CS,3,University of Florida,0
0,110.0,0.0,155.0,170.0,3.5,0.754,CS,3,University of Florida,0
0,106.0,0.0,154.0,162.0,3.5,0.71,EE,3,University of Florida,0
0,92.0,0.0,149.0,162.0,3.0,0.865,EE,3,University of Florida,0
0,104.0,0.0,145.0,158.0,4.0,0.65,CS,3,University of Florida,0
0,91.0,0.0,150.0,161.0,3.0,0.62,CS,3,University of Florida,0
0,116.0,6.0,157.0,162.0,5.0,0.7,CS,2,University of Florida,0
0,91.0,0.0,151.0,170.0,3.5,0.73,CS,3,University of Florida,0
0,98.0,0.0,145.0,160.0,3.0,0.7,EE,3,University of Florida,0
0,98.0,0.0,144.0,170.0,3.0,0.643,CS,3,University of Florida,0
0,113.0,0.0,150.0,162.0,3.5,0.75,OE,3,University of Florida,0
0,98.0,3.0,152.0,170.0,3.5,0.7947,OE,4,University of Florida,0
0,102.0,0.0,150.0,170.0,3.5,0.8400000000000001,CS,3,University of Florida,0
0,105.0,0.0,150.0,164.0,3.0,0.732,CS,3,University of Florida,0
0,103.0,0.0,153.0,161.0,4.5,0.0857,OE,3,University of Florida,0
0,101.0,0.0,149.0,156.0,3.5,0.795,EE,3,University of Florida,0
0,110.0,0.0,151.0,164.0,5.0,0.8099999999999999,OE,5,University of Florida,0
0,109.0,0.0,158.0,147.0,3.5,0.73,EE,3,University of Florida,0
0,87.0,0.0,133.0,170.0,3.0,0.6,CS,3,University of Florida,0
0,97.0,0.0,152.0,163.0,3.5,0.6088,CS,3,University of Florida,0
0,105.0,0.0,167.0,168.0,4.0,0.713,EE,3,University of Florida,0
0,100.0,0.0,155.0,170.0,3.5,0.655,CS,3,University of Florida,0
0,114.0,0.0,154.0,170.0,3.5,0.73,CS,3,University of Florida,0
0,107.0,0.0,152.0,170.0,3.5,0.73,CS,4,University of Florida,0
0,91.0,0.0,146.0,164.0,3.0,0.718,CS,3,University of Florida,0
0,97.0,0.0,148.0,165.0,3.0,0.74,CS,3,University of Florida,0
0,96.0,0.0,140.0,170.0,4.0,0.652,CS,3,University of Florida,0
0,111.0,0.0,155.0,162.0,4.0,0.75,CS,2,University of Florida,0
0,95.0,2.0,145.0,165.0,3.0,0.833,CS,3,University of Florida,0
0,99.0,4.0,149.0,167.0,3.0,0.7745000000000001,CS,5,University of Florida,0
0,98.0,0.0,148.0,169.0,3.0,0.63,OE,3,University of Florida,0
0,117.0,0.0,170.0,170.0,5.5,0.5851,CS,4,University of Florida,0
0,84.0,0.0,143.0,167.0,2.5,0.689,CS,3,University of Florida,0
0,105.0,0.0,150.0,161.0,4.0,0.713,CS,3,University of Florida,0
0,105.0,0.0,151.0,161.0,4.0,0.711,CS,3,University of Florida,0
0,112.0,0.0,150.0,165.0,4.0,0.63,CS,2,University of Florida,0
0,98.0,0.0,149.0,170.0,2.5,0.772,CS,5,University of Florida,0
0,91.0,0.0,149.0,163.0,3.0,0.72,CS,3,University of Florida,0
0,112.0,0.0,160.0,164.0,4.0,0.8099999999999999,CS,4,University of Florida,0
0,97.0,0.0,150.0,163.0,3.5,0.6420999999999999,CS,5,University of Florida,0
0,97.0,0.0,148.0,165.0,2.5,0.726,OE,3,University of Florida,0
0,106.0,0.0,155.0,170.0,3.0,0.834,EE,4,University of Florida,0
0,107.0,0.0,149.0,170.0,3.5,0.6978,CS,2,University of Florida,0
0,95.0,0.0,149.0,169.0,4.0,0.805,CS,3,University of Florida,0
0,106.0,0.0,147.0,170.0,3.0,0.75,CS,3,University of Florida,0
0,107.0,0.0,137.0,163.0,3.0,0.7,CS,4,University of Florida,0
0,107.0,0.0,170.0,170.0,4.5,0.585,CS,3,University of Florida,0
0,109.0,0.0,145.0,170.0,4.0,0.7190000000000001,CS,3,University of Florida,0
0,110.0,0.0,146.0,164.0,4.0,0.79,CS,3,University of Florida,0
0,111.0,0.0,149.0,170.0,3.0,0.6424,CS,3,University of Florida,0
0,109.0,0.0,151.0,165.0,4.0,0.921,CS,2,University of Florida,0
0,115.0,0.0,149.0,169.0,4.0,0.716,CS,3,University of Florida,0
0,107.0,0.0,148.0,163.0,3.5,0.6693000000000001,CS,3,University of Florida,0
0,116.0,0.0,161.0,169.0,4.0,0.646,CS,3,University of Florida,0
0,100.0,0.0,146.0,160.0,4.5,0.73,CS,5,University of Florida,0
0,95.0,0.0,151.0,166.0,3.5,0.76,CS,3,University of Florida,0
0,108.0,0.0,159.0,166.0,3.0,0.6595,CS,4,University of Florida,0
0,95.0,0.0,143.0,161.0,2.5,0.077,CS,5,University of Florida,0
0,95.0,0.0,149.0,165.0,3.0,0.7,OE,3,University of Florida,0
0,107.0,0.0,146.0,160.0,3.5,0.8254,EE,2,University of Florida,0
0,114.0,0.0,157.0,165.0,3.0,0.819,CS,4,University of Florida,0
0,110.0,0.0,156.0,170.0,4.5,0.72,CS,3,University of Florida,0
0,115.0,0.0,158.0,168.0,4.0,0.767,EE,4,University of Florida,0
0,110.0,0.0,152.0,159.0,4.0,0.62,CS,3,University of Florida,0
0,112.0,0.0,146.0,169.0,3.5,0.63,CS,3,University of Florida,0
0,113.0,0.0,164.0,170.0,4.5,0.77,EE,3,University of Florida,0
0,100.0,0.0,152.0,161.0,4.0,0.76,CS,4,University of Florida,0
0,111.0,0.0,158.0,168.0,4.0,0.7929999999999999,CS,3,University of Florida,0
0,111.0,0.0,155.0,170.0,4.5,0.63,CS,3,University of Florida,0
0,97.0,6.0,150.0,169.0,3.5,0.792,CS,3,University of Florida,0
0,98.0,6.0,145.0,161.0,3.0,0.778,OE,3,University of Florida,0
0,106.0,0.0,160.0,169.0,3.0,0.741,CS,3,University of Florida,0
0,103.0,0.0,154.0,168.0,3.0,0.82,EE,5,University of Florida,0
0,94.0,0.0,149.0,170.0,3.0,0.752,CS,3,University of Florida,0
0,105.0,0.0,160.0,170.0,4.0,0.57,EE,3,University of Florida,0
0,101.0,0.0,148.0,170.0,3.5,0.63,CS,3,University of Florida,0
0,115.0,0.0,156.0,163.0,4.0,0.8400000000000001,OE,3,University of Florida,0
0,111.0,0.0,159.0,170.0,3.5,0.64,CS,3,University of Florida,0
0,114.0,0.0,156.0,166.0,4.0,0.7849999999999999,CS,4,University of Florida,0
0,99.0,0.0,159.0,167.0,3.0,0.75,CS,2,University of Florida,0
0,112.0,0.0,147.0,170.0,4.0,0.85,CS,3,University of Florida,0
0,112.0,0.0,156.0,159.0,4.0,0.7786,CS,3,University of Florida,0
17,108.0,0.0,151.0,166.0,3.0,0.626,SD,3,University of Florida,0
0,105.0,0.0,161.0,168.0,3.0,0.786,CS,4,University of Florida,0
0,107.0,0.0,140.0,170.0,4.0,0.66,CS,1,University of Florida,0
0,106.0,0.0,152.0,170.0,3.0,0.74,CS,5,University of Florida,0
0,102.0,0.0,150.0,165.0,3.0,0.808,OE,5,University of Florida,0
0,93.0,0.0,149.0,170.0,3.0,0.65,CS,3,University of Florida,0
0,105.0,0.0,155.0,170.0,3.0,0.72,CS,3,University of Florida,0
0,106.0,0.0,155.0,170.0,4.0,0.79,EE,3,University of Florida,0
0,115.0,0.0,154.0,165.0,4.0,0.775,CS,4,University of Florida,0
0,101.0,0.0,149.0,160.0,3.0,0.735,EE,4,University of Florida,0
0,108.0,0.0,152.0,170.0,3.5,0.75,CS,2,University of Florida,0
0,107.0,0.0,141.0,170.0,3.0,0.58,CS,3,University of Florida,0
0,112.0,0.0,158.0,161.0,4.0,0.75,CS,3,University of Florida,0
0,112.0,0.0,159.0,165.0,4.0,0.935,CS,2,University of Florida,0
0,110.0,0.0,151.0,170.0,3.5,0.65,OE,3,University of Florida,0
0,110.0,0.0,167.0,157.0,3.0,0.6,CS,3,University of Florida,0
0,87.0,0.0,147.0,157.0,2.5,0.6467,CS,4,University of Florida,0
0,105.0,0.0,154.0,170.0,3.5,0.74,CS,4,University of Florida,0
0,112.0,0.0,147.0,170.0,4.25,0.798,CS,2,University of Florida,0
0,110.0,0.0,156.0,170.0,4.0,0.65,CS,3,University of Florida,0
0,100.0,0.0,152.0,164.0,4.0,0.777,OE,3,University of Florida,0
0,102.0,0.0,151.0,161.0,3.5,0.682,CS,3,University of Florida,0
0,104.0,0.0,153.0,154.0,4.0,0.6,OE,3,University of Florida,0
0,105.0,0.0,145.0,167.0,3.0,0.665,CS,3,University of Florida,0
0,100.0,0.0,130.0,170.0,3.5,0.8625,CS,3,University of Florida,0
0,102.0,0.0,139.0,164.0,3.5,0.63,CS,2,University of Florida,0
0,111.0,0.0,154.0,170.0,4.0,0.81825,CS,3,University of Florida,0
0,92.0,0.0,142.0,170.0,3.0,0.732,OE,3,University of Florida,0
0,110.0,0.0,152.0,160.0,3.5,0.77,CS,3,University of Florida,0
0,112.0,0.0,146.0,169.0,3.5,0.7666,OE,3,University of Florida,0
0,102.0,0.0,149.0,161.0,3.5,0.69,EE,3,University of Florida,0
0,84.0,0.0,141.0,170.0,2.5,0.6825,CS,5,University of Florida,0
0,106.0,0.0,162.0,170.0,3.0,0.59,OE,3,University of Florida,0
0,101.0,0.0,149.0,168.0,3.0,0.77,EE,5,University of Florida,0
0,103.0,0.0,162.0,166.0,3.0,0.768,CS,5,University of Florida,0
0,101.0,0.0,154.0,167.0,3.0,0.82,CS,5,University of Florida,0
0,105.0,0.0,155.0,168.0,3.0,0.767,CS,5,University of Florida,0
0,107.0,0.0,149.0,166.0,3.5,0.8,CS,3,University of Florida,0
0,112.0,0.0,154.0,170.0,3.0,0.776,CS,3,University of Florida,0
0,114.0,0.0,153.0,168.0,4.0,0.7230000000000001,CS,3,University of Florida,0
0,104.0,3.0,149.0,166.0,3.5,0.68,CS,5,University of Florida,0
0,107.0,0.0,161.0,168.0,3.0,0.6559999999999999,EE,4,University of Florida,0
0,97.0,0.0,146.0,169.0,3.0,0.63,CS,3,University of Florida,0
0,91.0,0.0,149.0,163.0,2.5,0.749,CS,5,University of Florida,0
0,109.0,0.0,151.0,162.0,4.0,0.792,CS,3,University of Florida,0
24,101.0,0.0,155.0,162.0,3.0,0.77,CS,5,University of Florida,0
0,109.0,0.0,155.0,170.0,3.0,0.885,EE,4,University of Florida,0
0,102.0,0.0,145.0,160.0,3.5,0.7170000000000001,CS,3,University of Florida,0
0,111.0,0.0,157.0,165.0,3.0,0.756,SD,3,University of Florida,0
0,101.0,0.0,150.0,158.0,3.0,0.9099999999999999,CS,2,University of Florida,0
0,113.0,0.0,155.0,170.0,4.0,0.773,EE,3,University of Florida,0
0,110.0,0.0,148.0,170.0,3.5,0.6940000000000001,CS,3,University of Florida,0
0,110.0,0.0,149.0,170.0,4.0,0.756,EE,4,University of Florida,0
0,111.0,0.0,155.0,159.0,3.5,0.72,CS,3,University of Florida,0
0,107.0,0.0,159.0,159.0,4.0,0.73,CS,5,University of Florida,0
0,104.0,0.0,152.0,163.0,4.0,0.61,CS,3,University of Florida,0
0,107.0,0.0,149.0,165.0,3.5,0.867,CS,3,University of Florida,0
0,98.0,0.0,139.0,170.0,3.0,0.722,CS,3,University of Florida,0
0,102.0,0.0,146.0,170.0,3.0,0.8939999999999999,CS,2,University of Florida,0
0,106.0,0.0,152.0,169.0,3.5,0.64,OE,3,University of Florida,0
0,96.0,3.0,149.0,170.0,3.0,0.6980000000000001,OE,3,University of Florida,0
0,106.0,0.0,150.0,161.0,3.0,0.798,EE,2,University of Florida,0
0,103.0,0.0,149.0,157.0,3.0,0.7326999999999999,CS,3,University of Florida,0
0,102.0,0.0,152.0,165.0,3.0,0.818,EE,3,University of Florida,0
0,110.0,0.0,156.0,157.0,4.0,0.731,CS,2,University of Florida,0
0,100.0,0.0,167.0,170.0,3.5,0.613,CS,3,University of Florida,0
0,92.0,0.0,146.0,159.0,3.0,0.79,CS,2,University of Florida,0
0,108.0,0.0,147.0,169.0,4.0,0.836,CS,4,University of Florida,0
0,112.0,0.0,161.0,158.0,3.5,0.708,EE,2,University of Florida,0
0,104.0,0.0,152.0,170.0,3.5,0.62,EE,3,University of Florida,0
0,113.0,0.0,161.0,169.0,4.0,0.716,EE,3,University of Florida,0
0,84.0,0.0,148.0,160.0,3.5,0.7502,CS,2,University of Florida,0
0,117.0,0.0,158.0,169.0,4.5,0.6,CS,3,University of Florida,0
0,95.0,0.0,147.0,162.0,3.0,0.62,EE,3,University of Florida,0
0,103.0,6.0,146.0,165.0,4.0,0.8300000000000001,CS,4,University of Florida,0
0,110.0,0.0,146.0,169.0,4.0,0.74,EE,3,University of Florida,0
0,104.0,0.0,140.0,170.0,3.0,0.6627,CS,3,University of Florida,0
0,110.0,0.0,154.0,170.0,4.0,0.7182,CS,3,University of Florida,0
0,104.0,0.0,134.0,170.0,3.0,0.77,CS,3,University of Florida,0
0,110.0,0.0,158.0,170.0,3.5,0.797,EE,3,University of Florida,0
0,110.0,0.0,149.0,170.0,4.0,0.77,CS,3,University of Florida,0
0,92.0,0.0,145.0,163.0,3.0,0.7809,CS,5,University of Florida,0
0,87.0,0.0,150.0,168.0,3.0,0.64,CS,3,University of Florida,0
0,101.0,0.0,145.0,163.0,3.0,0.866,CS,5,University of Florida,0
0,91.0,0.0,136.0,169.0,3.0,0.63,CS,3,University of Florida,0
0,95.0,0.0,148.0,160.0,2.5,0.885,CS,3,University of Florida,0
0,101.0,0.0,161.0,170.0,3.0,0.7,CS,5,University of Florida,0
0,107.0,0.0,142.0,169.0,3.0,0.82,CS,2,University of Florida,0
0,115.0,0.0,155.0,163.0,4.0,0.7942,CS,2,University of Florida,0
0,101.0,6.0,157.0,158.0,3.5,0.0818,CS,3,University of Florida,0
0,106.0,0.0,154.0,162.0,4.0,0.7998999999999999,CS,2,University of Florida,0
0,102.0,0.0,145.0,163.0,3.0,0.8550000000000001,CS,3,University of Florida,0
0,109.0,0.0,158.0,169.0,4.0,0.8290000000000001,CS,5,University of Florida,0
0,112.0,0.0,151.0,170.0,3.0,0.8009999999999999,CS,3,University of Florida,0
0,105.0,0.0,149.0,163.0,3.5,0.6719999999999999,EE,3,University of Florida,0
0,105.0,0.0,157.0,170.0,3.5,0.77,CS,3,University of Florida,0
0,110.0,0.0,139.0,170.0,3.5,0.8230000000000001,CS,3,University of Florida,0
0,110.0,0.0,141.0,169.0,4.5,0.6559999999999999,OE,5,University of Florida,0
0,103.0,7.0,146.0,158.0,3.0,0.881,CS,2,University of Florida,0
0,103.0,0.0,150.0,167.0,3.5,0.8019999999999999,CS,4,University of Florida,0
0,103.0,0.0,145.0,157.0,3.0,0.8,OE,2,University of Florida,0
0,104.0,0.0,149.0,170.0,3.5,0.76,CS,2,University of Florida,0
0,113.0,0.0,155.0,170.0,3.5,0.69,CS,3,University of Florida,0
0,104.0,0.0,148.0,162.0,3.0,0.66,CS,2,University of Florida,0
0,115.0,0.0,164.0,170.0,5.0,0.72,EE,2,University of Florida,0
0,93.0,0.0,126.0,170.0,3.5,0.8,CS,5,University of Florida,0
0,94.0,0.0,147.0,153.0,2.0,0.71,EE,3,University of Florida,0
0,104.0,0.0,154.0,166.0,3.0,0.69,CS,3,University of Florida,0
0,96.0,0.0,154.0,170.0,3.5,0.63,CS,3,University of Florida,0
0,104.0,0.0,148.0,170.0,3.0,0.7,EE,5,University of Florida,0
0,108.0,1.0,153.0,162.0,3.5,0.71,CS,3,University of Florida,0
0,107.0,0.0,149.0,170.0,3.0,0.9109999999999999,EE,2,University of Florida,0
0,105.0,0.0,145.0,161.0,3.5,0.765,OE,2,University of Florida,0
0,109.0,0.0,142.0,170.0,3.5,0.67,CS,5,University of Florida,0
0,107.0,0.0,155.0,170.0,3.5,0.8,OE,3,University of Florida,0
0,94.0,0.0,153.0,163.0,4.0,0.807,CS,3,University of Florida,0
0,105.0,0.0,156.0,168.0,3.0,0.6959000000000001,EE,2,University of Florida,0
0,107.0,0.0,157.0,170.0,4.0,0.82,BA,3,University of Florida,0
0,115.0,0.0,158.0,165.0,5.0,0.72,OE,3,University of Florida,0
0,112.0,0.0,162.0,161.0,3.0,0.6715000000000001,CS,3,University of Florida,0
0,107.0,0.0,156.0,170.0,4.5,0.07519999999999999,CS,3,University of Florida,0
0,104.0,0.0,149.0,161.0,3.0,0.8630000000000001,EE,3,University of Florida,0
0,106.0,0.0,148.0,160.0,3.5,0.65,CS,3,University of Florida,0
0,101.0,0.0,149.0,164.0,3.0,0.78,CS,4,University of Florida,0
0,106.0,0.0,157.0,170.0,3.5,0.81,CS,3,University of Florida,0
0,116.0,0.0,163.0,163.0,3.5,0.922,CS,5,University of Florida,0
0,108.0,0.0,149.0,156.0,3.5,0.6645,BA,3,University of Florida,0
0,98.0,0.0,147.0,161.0,3.0,0.7767000000000001,CS,1,University of Florida,0
0,105.0,0.0,159.0,169.0,3.0,0.815,CS,3,University of Florida,0
0,100.0,0.0,146.0,161.0,3.0,0.7414000000000001,CS,2,University of Florida,0
0,108.0,4.0,153.0,161.0,3.0,0.6315,OE,3,University of Florida,0
0,88.0,0.0,144.0,170.0,3.0,0.763,CS,3,University of Florida,0
0,108.0,0.0,155.0,159.0,4.5,0.6970000000000001,CS,3,University of Florida,0
0,116.0,0.0,154.0,161.0,4.5,0.858,CS,2,University of Florida,0
0,111.0,0.0,153.0,170.0,2.5,0.86,CS,5,University of Florida,0
0,108.0,0.0,148.0,162.0,3.5,0.7,CS,3,University of Florida,0
0,110.0,0.0,148.0,161.0,4.0,0.72,CS,5,University of Florida,0
0,101.0,0.0,150.0,160.0,3.5,0.0782,CS,4,University of Florida,0
0,102.0,0.0,150.0,170.0,3.0,0.578,CS,3,University of Florida,0
0,107.0,0.0,152.0,170.0,4.0,0.78,OE,3,University of Florida,0
0,102.0,0.0,153.0,169.0,3.0,0.8,EE,3,University of Florida,0
0,104.0,0.0,158.0,170.0,3.0,0.7889999999999999,CS,5,University of Florida,0
0,105.0,0.0,150.0,169.0,4.0,0.7696,EE,3,University of Florida,0
0,111.0,0.0,140.0,170.0,3.0,0.75,CS,2,University of Florida,0
0,114.0,0.0,166.0,166.0,4.0,0.816,CS,3,University of Florida,0
0,93.0,0.0,146.0,162.0,3.0,0.7340000000000001,CS,2,University of Florida,0
0,108.0,0.0,151.0,169.0,4.0,0.76,CS,3,University of Florida,0
0,104.0,0.0,165.0,170.0,3.0,0.61,CS,3,University of Florida,0
0,111.0,0.0,154.0,162.0,4.0,0.7,CS,5,University of Florida,0
0,120.0,0.0,162.0,168.0,5.0,0.6827,CS,3,University of Florida,0
0,93.0,0.0,151.0,158.0,3.0,0.71,CS,2,University of Florida,0
0,106.0,0.0,151.0,170.0,3.5,0.58,CS,5,University of Florida,0
0,107.0,0.0,160.0,164.0,3.5,0.696,OE,3,University of Florida,0
0,103.0,0.0,155.0,168.0,3.0,0.909,OE,1,University of Florida,0
0,109.0,0.0,154.0,163.0,3.5,0.766,EE,3,University of Florida,0
0,116.0,0.0,168.0,170.0,4.0,0.8710000000000001,OE,1,University of Florida,0
0,113.0,0.0,150.0,156.0,3.5,0.7421,CS,3,University of Florida,0
0,109.0,0.0,148.0,170.0,4.0,0.69,CS,2,University of Florida,0
0,106.0,0.0,155.0,158.0,3.0,0.63,CS,3,University of Florida,0
0,117.0,0.0,162.0,162.0,4.5,0.704,EE,3,University of Florida,0
0,106.0,0.0,153.0,158.0,3.5,0.753,CS,3,University of Florida,0
0,105.0,0.0,158.0,170.0,3.5,0.75,CS,5,University of Florida,0
0,100.0,0.0,151.0,156.0,3.0,0.78,CS,3,University of Florida,0
0,102.0,0.0,154.0,170.0,3.5,0.7,OE,4,University of Florida,0
0,107.0,0.0,153.0,170.0,4.5,0.771,OE,2,University of Florida,0
0,97.0,0.0,149.0,163.0,3.0,0.61,CS,3,University of Florida,0
0,106.0,0.0,155.0,159.0,3.0,0.81,CS,3,University of Florida,0
0,112.0,0.0,157.0,158.0,4.0,0.6711,CS,3,University of Florida,0
0,99.0,0.0,157.0,170.0,3.5,0.6491,EE,2,University of Florida,0
0,103.0,0.0,145.0,161.0,3.0,0.739,CS,4,University of Florida,0
0,99.0,0.0,148.0,169.0,3.0,0.68,OE,3,University of Florida,0
0,92.0,0.0,151.0,164.0,3.0,0.8960000000000001,CS,3,University of Florida,0
0,102.0,0.0,149.0,161.0,3.5,0.818,EE,3,University of Florida,0
0,98.0,0.0,151.0,167.0,3.0,0.74,EE,3,University of Florida,0
8,107.0,0.0,149.0,162.0,4.0,0.7812,CS,5,University of Florida,0
0,110.0,0.0,157.0,166.0,4.0,0.7926000000000001,CS,5,University of Florida,0
0,103.0,0.0,160.0,170.0,3.5,0.925,CS,3,University of Florida,0
0,99.0,0.0,140.0,168.0,4.0,0.83,CS,3,University of Florida,0
0,92.0,0.0,147.0,167.0,3.5,0.7684000000000001,CS,5,University of Florida,0
0,82.0,0.0,133.0,169.0,3.0,0.67,CS,3,University of Florida,0
0,111.0,0.0,150.0,169.0,4.0,0.69,CS,3,University of Florida,0
12,105.0,0.0,148.0,157.0,4.0,0.78,CS,5,University of Florida,0
0,109.0,8.0,154.0,166.0,3.0,0.757,CS,2,University of Florida,0
0,97.0,0.0,128.0,170.0,3.0,0.04,EE,3,University of Florida,0
0,106.0,2.0,150.0,159.0,3.0,0.836,CS,3,University of Florida,0
0,90.0,0.0,131.0,170.0,3.0,0.78,CS,3,University of Florida,0
0,98.0,0.0,147.0,160.0,3.0,0.9029999999999999,EE,2,University of Florida,0
0,106.0,0.0,142.0,170.0,3.5,0.79,CS,5,University of Florida,0
0,114.0,0.0,167.0,170.0,2.5,0.758,CS,3,University of Florida,0
0,113.0,0.0,147.0,170.0,3.0,0.763,EE,3,University of Florida,0
0,97.0,0.0,156.0,170.0,3.0,0.7249,EE,2,University of Florida,0
0,100.0,0.0,149.0,165.0,3.5,0.779,CS,5,University of Florida,0
0,109.0,0.0,151.0,169.0,3.5,0.7,CS,3,University of Florida,0
0,114.0,0.0,152.0,170.0,5.0,0.632,CS,3,University of Florida,0
0,93.0,0.0,149.0,170.0,3.0,0.8875,CS,3,University of Florida,0
0,88.0,0.0,155.0,170.0,3.5,0.6,CS,3,University of Florida,0
0,114.0,0.0,158.0,162.0,3.0,0.736,CS,4,University of Florida,0
0,106.0,0.0,154.0,170.0,4.0,0.74,EE,3,University of Florida,0
0,93.0,0.0,151.0,165.0,3.0,0.8019999999999999,EE,3,University of Florida,0
0,116.0,0.0,160.0,170.0,4.0,0.79,CS,3,University of Florida,0
0,105.0,0.0,146.0,170.0,3.5,0.7613000000000001,CS,3,University of Florida,0
0,107.0,0.0,168.0,169.0,3.5,0.71,CS,4,University of Florida,0
0,108.0,0.0,155.0,161.0,3.5,0.63,CS,3,University of Florida,0
0,112.0,0.0,153.0,165.0,3.5,0.905,OE,2,University of Florida,0
0,113.0,0.0,154.0,164.0,3.0,0.6914,CS,5,University of Florida,0
0,106.0,0.0,165.0,170.0,3.5,0.736,CS,3,University of Florida,0
0,92.0,0.0,158.0,169.0,3.0,0.628,CS,5,University of Florida,0
0,105.0,0.0,153.0,161.0,4.5,0.61,CS,3,University of Florida,0
0,108.0,0.0,153.0,164.0,3.5,0.67,OE,3,University of Florida,0
0,109.0,0.0,154.0,169.0,4.0,0.75,CS,3,University of Florida,0
0,104.0,0.0,149.0,161.0,3.0,0.5895,CS,3,University of Florida,0
0,110.0,0.0,150.0,159.0,3.5,0.765,EE,3,University of Florida,0
0,102.0,0.0,153.0,169.0,3.0,0.8619999999999999,EE,3,University of Florida,0
0,112.0,0.0,157.0,170.0,3.5,0.71,CS,3,University of Florida,0
0,102.0,0.0,152.0,170.0,4.0,0.65,CS,3,University of Florida,0
0,93.0,0.0,154.0,170.0,3.0,0.7,CS,3,University of Florida,0
0,111.0,0.0,154.0,170.0,5.0,0.6,CS,3,University of Florida,0
0,114.0,12.0,154.0,164.0,4.0,0.769,CS,3,University of Florida,0
0,104.0,0.0,149.0,164.0,3.0,0.82,EE,3,University of Florida,0
0,101.0,0.0,145.0,170.0,3.0,0.64,OE,3,University of Florida,0
0,110.0,0.0,157.0,163.0,3.0,0.65,EE,3,University of Florida,0
0,96.0,0.0,148.0,165.0,3.5,0.6759999999999999,EE,3,University of Florida,0
0,115.0,0.0,162.0,170.0,4.5,0.72,CS,3,University of Florida,0
0,112.0,0.0,169.0,170.0,4.0,0.64,CS,3,University of Florida,0
0,115.0,0.0,153.0,170.0,4.5,0.7390000000000001,CS,5,University of Florida,0
0,115.0,0.0,152.0,160.0,4.0,0.6645,CS,3,University of Florida,0
0,103.0,0.0,153.0,164.0,3.0,0.73,CS,5,University of Florida,0
0,97.0,0.0,147.0,160.0,4.0,0.66,EE,5,University of Florida,0
0,103.0,0.0,153.0,170.0,3.0,0.74,CS,3,University of Florida,0
0,114.0,0.0,160.0,158.0,3.5,0.61,EE,3,University of Florida,0
0,104.0,0.0,154.0,161.0,4.0,0.7665000000000001,CS,3,University of Florida,0
0,110.0,0.0,154.0,170.0,3.0,0.6345000000000001,EE,3,University of Florida,0
0,112.0,0.0,159.0,170.0,5.0,0.75,CS,3,University of Florida,0
0,104.0,0.0,152.0,165.0,4.0,0.74,CS,5,University of Florida,0
0,97.0,0.0,141.0,168.0,3.0,0.56,OE,3,University of Florida,0
0,103.0,0.0,144.0,166.0,4.5,0.63,EE,3,University of Florida,0
12,96.0,6.0,150.0,165.0,3.0,0.78,CS,5,University of Florida,0
0,106.0,0.0,164.0,168.0,3.0,0.6719999999999999,CS,3,University of Florida,0
0,109.0,0.0,148.0,159.0,3.5,0.78,CS,5,University of Florida,0
0,110.0,0.0,154.0,163.0,4.0,0.6315,CS,5,University of Florida,0
0,100.0,0.0,153.0,160.0,3.5,0.61,CS,5,University of Florida,0
0,102.0,0.0,155.0,170.0,3.0,0.9019999999999999,EE,3,University of Florida,0
0,100.0,0.0,141.0,167.0,3.0,0.82,CS,1,University of Florida,0
0,95.0,0.0,146.0,159.0,3.0,0.8300000000000001,CS,3,University of Florida,0
0,104.0,0.0,150.0,163.0,3.5,0.817,CS,3,University of Florida,0
0,103.0,0.0,151.0,170.0,3.0,0.7184,CS,5,University of Florida,0
0,110.0,0.0,150.0,167.0,3.5,0.083,OE,5,University of Florida,0
0,89.0,0.0,148.0,168.0,3.0,0.662,CS,3,University of Florida,0
0,108.0,0.0,145.0,170.0,3.0,0.852,EE,3,University of Florida,0
0,111.0,0.0,158.0,168.0,4.0,0.585,CS,3,University of Florida,0
0,104.0,0.0,162.0,159.0,3.0,0.75,CS,5,University of Florida,0
0,110.0,0.0,147.0,155.0,3.5,0.81,OE,5,University of Florida,0
0,90.0,0.0,141.0,160.0,3.0,0.8,CS,3,University of Florida,0
0,109.0,8.0,153.0,162.0,3.0,0.909,CS,3,University of Florida,0
0,112.0,6.0,156.0,160.0,4.0,0.72,CS,2,University of Florida,0
0,98.0,0.0,144.0,160.0,3.5,0.75,CS,3,University of Florida,0
0,102.0,0.0,150.0,158.0,4.0,0.8178,CS,4,University of Florida,0
