research,toefl,intern,greV,greQ,greA,gpa,major,univ,target_univ,admit
0,110.0,0.0,153.0,162.0,3.5,0.8710000000000001,EE,3,University of Minnesota Twin Cities,0
0,107.0,0.0,151.0,159.0,3.5,0.89,OE,2,University of Minnesota Twin Cities,0
0,109.0,0.0,148.0,169.0,4.0,0.86,EE,3,University of Minnesota Twin Cities,0
36,98.0,3.0,141.0,167.0,3.0,0.85,CS,3,University of Minnesota Twin Cities,0
0,115.0,0.0,163.0,162.0,4.5,0.713,CS,3,University of Minnesota Twin Cities,0
22,95.0,4.0,148.0,162.0,3.5,0.877,OE,3,University of Minnesota Twin Cities,0
0,109.0,0.0,141.0,170.0,4.0,0.8220000000000001,CS,3,University of Minnesota Twin Cities,0
2,113.0,2.0,159.0,162.0,4.5,0.7809999999999999,CS,4,University of Minnesota Twin Cities,0
0,108.0,0.0,152.0,161.0,3.0,0.8019999999999999,CS,3,University of Minnesota Twin Cities,0
0,116.0,6.0,156.0,167.0,3.5,0.8699999999999999,EE,5,University of Minnesota Twin Cities,0
0,116.0,5.0,159.0,162.0,4.0,0.7879999999999999,OE,3,University of Minnesota Twin Cities,0
0,103.0,0.0,153.0,164.0,3.0,0.844,CS,3,University of Minnesota Twin Cities,0
0,95.0,0.0,147.0,158.0,3.0,0.7672,CS,2,University of Minnesota Twin Cities,0
0,104.0,0.0,149.0,164.0,3.0,0.851,EE,3,University of Minnesota Twin Cities,0
0,100.0,0.0,139.0,170.0,4.0,0.9029999999999999,EE,3,University of Minnesota Twin Cities,0
0,91.0,0.0,150.0,163.0,3.0,0.64,OE,3,University of Minnesota Twin Cities,0
0,104.0,0.0,157.0,168.0,3.5,0.64,OE,2,University of Minnesota Twin Cities,0
0,113.0,0.0,161.0,168.0,3.5,0.8300000000000001,CS,3,University of Minnesota Twin Cities,0
0,104.0,0.0,155.0,161.0,4.0,0.6799999999999999,EE,4,University of Minnesota Twin Cities,0
0,104.0,96.0,155.0,169.0,3.0,0.7170000000000001,CS,4,University of Minnesota Twin Cities,0
0,117.0,0.0,146.0,168.0,3.5,0.726,EE,3,University of Minnesota Twin Cities,0
0,114.0,0.0,159.0,169.0,4.5,0.899,OE,2,University of Minnesota Twin Cities,0
0,109.0,0.0,155.0,164.0,3.5,0.883,OE,3,University of Minnesota Twin Cities,0
0,114.0,0.0,159.0,170.0,4.0,0.9710000000000001,OE,5,University of Minnesota Twin Cities,0
0,90.0,0.0,144.0,170.0,3.0,0.8230000000000001,CS,3,University of Minnesota Twin Cities,0
0,108.0,0.0,157.0,169.0,4.0,0.8460000000000001,OE,5,University of Minnesota Twin Cities,0
0,115.0,0.0,153.0,170.0,4.0,0.83,EE,3,University of Minnesota Twin Cities,0
0,101.0,0.0,144.0,160.0,4.0,0.73,OE,3,University of Minnesota Twin Cities,0
0,108.0,0.0,143.0,169.0,3.0,0.836,CS,4,University of Minnesota Twin Cities,0
0,99.0,0.0,147.0,162.0,3.5,0.72,EE,3,University of Minnesota Twin Cities,0
0,119.0,0.0,164.0,165.0,4.5,0.78,EE,3,University of Minnesota Twin Cities,0
0,100.0,0.0,151.0,166.0,3.0,0.6625,CS,3,University of Minnesota Twin Cities,0
0,100.0,3.0,151.0,163.0,3.5,0.745,CS,3,University of Minnesota Twin Cities,0
0,101.0,0.0,148.0,161.0,3.0,0.753,OE,3,University of Minnesota Twin Cities,0
0,93.0,0.0,148.0,161.0,3.0,0.899,EE,3,University of Minnesota Twin Cities,0
0,113.0,0.0,160.0,170.0,4.0,0.76,CS,3,University of Minnesota Twin Cities,0
0,111.0,0.0,160.0,166.0,3.5,0.8400000000000001,EE,3,University of Minnesota Twin Cities,0
0,113.0,0.0,157.0,170.0,4.0,0.783,CS,3,University of Minnesota Twin Cities,0
0,118.0,0.0,165.0,167.0,4.0,0.6759999999999999,CS,3,University of Minnesota Twin Cities,0
0,103.0,0.0,158.0,168.0,3.0,0.71,CS,3,University of Minnesota Twin Cities,0
0,105.0,0.0,147.0,163.0,3.5,0.86,OE,3,University of Minnesota Twin Cities,0
0,100.0,0.0,149.0,161.0,4.0,0.858,EE,3,University of Minnesota Twin Cities,0
0,104.0,0.0,151.0,169.0,3.0,0.7,EE,3,University of Minnesota Twin Cities,0
0,105.0,1.0,152.0,170.0,3.0,0.79,CS,3,University of Minnesota Twin Cities,0
0,116.0,0.0,164.0,170.0,4.0,0.74,EE,3,University of Minnesota Twin Cities,0
0,109.0,0.0,153.0,163.0,4.0,0.695,EE,3,University of Minnesota Twin Cities,0
0,112.0,0.0,152.0,162.0,4.0,0.6145,,2,University of Minnesota Twin Cities,0
0,102.0,0.0,163.0,170.0,3.5,0.725,CS,5,University of Minnesota Twin Cities,0
0,98.0,0.0,136.0,170.0,3.0,0.74,CS,5,University of Minnesota Twin Cities,0
0,105.0,0.0,145.0,170.0,4.5,0.7615000000000001,CS,3,University of Minnesota Twin Cities,0
0,116.0,0.0,160.0,170.0,5.5,0.62,CS,3,University of Minnesota Twin Cities,0
0,115.0,0.0,155.0,161.0,3.0,0.7,CS,5,University of Minnesota Twin Cities,0
0,100.0,0.0,149.0,170.0,3.5,0.807,EE,3,University of Minnesota Twin Cities,0
0,108.0,0.0,158.0,170.0,3.5,0.69,EE,3,University of Minnesota Twin Cities,0
0,106.0,0.0,148.0,164.0,3.0,0.85,CS,3,University of Minnesota Twin Cities,0
0,112.0,0.0,151.0,164.0,3.5,0.966,OE,3,University of Minnesota Twin Cities,0
0,110.0,0.0,146.0,164.0,3.0,0.67,OE,3,University of Minnesota Twin Cities,0
0,110.0,14.0,157.0,170.0,4.0,0.8310000000000001,OE,3,University of Minnesota Twin Cities,0
0,107.0,0.0,156.0,169.0,3.5,0.6272,CS,3,University of Minnesota Twin Cities,0
0,116.0,0.0,157.0,159.0,4.0,0.77,SD,5,University of Minnesota Twin Cities,0
0,113.0,0.0,162.0,154.0,4.5,0.806,CS,5,University of Minnesota Twin Cities,0
0,106.0,0.0,158.0,170.0,4.0,0.827,CS,3,University of Minnesota Twin Cities,0
0,114.0,0.0,149.0,170.0,3.5,0.72,CS,4,University of Minnesota Twin Cities,0
0,90.0,0.0,147.0,168.0,2.5,0.744,EE,3,University of Minnesota Twin Cities,0
0,104.0,0.0,131.0,170.0,3.5,0.8,CS,3,University of Minnesota Twin Cities,0
0,100.0,0.0,148.0,170.0,3.0,0.75,CS,3,University of Minnesota Twin Cities,0
0,104.0,0.0,158.0,162.0,3.5,0.773,CS,3,University of Minnesota Twin Cities,0
0,97.0,0.0,155.0,168.0,3.0,0.7573000000000001,CS,3,University of Minnesota Twin Cities,0
0,113.0,0.0,163.0,170.0,3.5,0.0817,CS,3,University of Minnesota Twin Cities,0
0,111.0,0.0,149.0,169.0,3.5,0.9039999999999999,OE,2,University of Minnesota Twin Cities,0
0,103.0,0.0,151.0,170.0,4.0,0.73,CS,3,University of Minnesota Twin Cities,0
0,97.0,0.0,154.0,170.0,3.0,0.767,EE,3,University of Minnesota Twin Cities,0
0,101.0,0.0,152.0,163.0,3.0,0.7772,EE,3,University of Minnesota Twin Cities,0
0,98.0,0.0,145.0,155.0,3.5,0.7929999999999999,EE,5,University of Minnesota Twin Cities,0
0,100.0,0.0,145.0,162.0,3.0,0.909,EE,3,University of Minnesota Twin Cities,0
0,87.0,0.0,131.0,169.0,3.5,0.65,OE,3,University of Minnesota Twin Cities,0
0,100.0,0.0,157.0,169.0,3.0,0.64,CS,3,University of Minnesota Twin Cities,0
0,99.0,0.0,165.0,170.0,3.5,0.8175,EE,5,University of Minnesota Twin Cities,0
0,114.0,0.0,162.0,170.0,4.0,0.8775,CS,3,University of Minnesota Twin Cities,0
0,115.0,0.0,160.0,167.0,3.5,0.868,OE,3,University of Minnesota Twin Cities,0
0,108.0,0.0,161.0,163.0,3.0,0.76,EE,3,University of Minnesota Twin Cities,0
0,93.0,0.0,144.0,167.0,3.5,0.8160000000000001,CS,3,University of Minnesota Twin Cities,0
0,104.0,0.0,146.0,170.0,3.0,0.725,OE,4,University of Minnesota Twin Cities,0
0,106.0,0.0,161.0,170.0,3.5,0.798,OE,2,University of Minnesota Twin Cities,0
0,107.0,0.0,158.0,170.0,4.0,0.84,OE,3,University of Minnesota Twin Cities,0
0,108.0,0.0,157.0,161.0,4.0,0.674,CS,3,University of Minnesota Twin Cities,0
0,117.0,0.0,165.0,170.0,4.0,0.78,OE,3,University of Minnesota Twin Cities,0
0,110.0,0.0,160.0,169.0,4.0,0.8445999999999999,CS,2,University of Minnesota Twin Cities,0
0,110.0,0.0,164.0,170.0,4.0,0.85,OE,3,University of Minnesota Twin Cities,0
0,97.0,2.0,150.0,164.0,3.5,0.825,CS,4,University of Minnesota Twin Cities,0
0,119.0,0.0,157.0,168.0,4.5,0.6695,CS,3,University of Minnesota Twin Cities,0
0,97.0,0.0,148.0,170.0,3.0,0.77,CS,5,University of Minnesota Twin Cities,0
0,120.0,0.0,165.0,170.0,4.5,0.8240000000000001,OE,3,University of Minnesota Twin Cities,0
6,115.0,4.0,161.0,170.0,4.5,0.866,CS,3,University of Minnesota Twin Cities,0
0,99.0,0.0,148.0,163.0,3.0,0.65,CS,5,University of Minnesota Twin Cities,0
0,94.0,0.0,148.0,170.0,3.5,0.8,CS,1,University of Minnesota Twin Cities,0
0,111.0,0.0,158.0,166.0,4.0,0.9560000000000001,CS,3,University of Minnesota Twin Cities,0
0,115.0,0.0,157.0,162.0,3.5,0.625,CS,3,University of Minnesota Twin Cities,0
0,111.0,0.0,159.0,170.0,4.0,0.7652,CS,3,University of Minnesota Twin Cities,0
0,89.0,0.0,145.0,163.0,3.0,0.8,CS,5,University of Minnesota Twin Cities,0
0,101.0,4.0,152.0,166.0,3.0,0.787,OE,3,University of Minnesota Twin Cities,0
0,110.0,2.0,161.0,165.0,4.0,0.752,EE,4,University of Minnesota Twin Cities,0
0,108.0,0.0,163.0,158.0,3.5,0.7070000000000001,CS,3,University of Minnesota Twin Cities,0
0,98.0,0.0,157.0,158.0,3.5,0.9,CS,3,University of Minnesota Twin Cities,0
0,101.0,0.0,150.0,162.0,4.0,0.82,CS,2,University of Minnesota Twin Cities,0
0,102.0,0.0,155.0,164.0,4.5,0.77,CS,3,University of Minnesota Twin Cities,0
0,105.0,0.0,152.0,156.0,3.5,0.78,EE,3,University of Minnesota Twin Cities,0
0,112.0,0.0,148.0,170.0,4.5,0.65,EE,3,University of Minnesota Twin Cities,0
0,103.0,1.0,152.0,167.0,3.0,0.85,EE,3,University of Minnesota Twin Cities,0
0,111.0,0.0,154.0,157.0,4.0,0.78,OE,5,University of Minnesota Twin Cities,0
0,96.0,0.0,158.0,168.0,3.5,0.9349999999999999,CS,3,University of Minnesota Twin Cities,0
0,101.0,0.0,150.0,168.0,3.5,0.8619999999999999,OE,3,University of Minnesota Twin Cities,0
0,103.0,0.0,148.0,170.0,3.5,0.777,EE,3,University of Minnesota Twin Cities,0
0,108.0,0.0,161.0,167.0,3.5,0.9,OE,4,University of Minnesota Twin Cities,0
0,114.0,0.0,160.0,166.0,4.0,0.835,CS,5,University of Minnesota Twin Cities,0
6,105.0,0.0,154.0,161.0,3.0,0.782,EE,3,University of Minnesota Twin Cities,0
0,113.0,0.0,149.0,170.0,3.0,0.828,OE,3,University of Minnesota Twin Cities,0
7,103.0,6.0,144.0,158.0,3.5,0.7887000000000001,CS,3,University of Minnesota Twin Cities,0
0,117.0,0.0,163.0,156.0,5.0,0.68,CS,3,University of Minnesota Twin Cities,0
0,118.0,0.0,169.0,170.0,4.5,0.7291,CS,3,University of Minnesota Twin Cities,0
0,114.0,0.0,157.0,161.0,5.0,0.8150000000000001,CS,3,University of Minnesota Twin Cities,0
0,95.0,0.0,161.0,157.0,3.0,0.735,EE,3,University of Minnesota Twin Cities,0
0,104.0,0.0,156.0,170.0,3.5,0.8140000000000001,CS,3,University of Minnesota Twin Cities,0
0,86.0,0.0,149.0,159.0,3.0,0.81,CS,3,University of Minnesota Twin Cities,0
0,99.0,0.0,158.0,170.0,3.0,0.8800000000000001,CS,3,University of Minnesota Twin Cities,0
0,90.0,0.0,140.0,170.0,3.0,0.71,CS,3,University of Minnesota Twin Cities,0
0,109.0,0.0,152.0,165.0,3.5,0.08900000000000001,OE,5,University of Minnesota Twin Cities,0
0,113.0,0.0,166.0,170.0,4.0,0.62,CS,3,University of Minnesota Twin Cities,0
0,114.0,0.0,163.0,170.0,3.0,0.68,CS,3,University of Minnesota Twin Cities,0
0,85.0,0.0,131.0,170.0,3.0,0.8699999999999999,CS,3,University of Minnesota Twin Cities,0
0,106.0,0.0,151.0,162.0,3.0,0.7809999999999999,EE,2,University of Minnesota Twin Cities,0
0,111.0,0.0,151.0,170.0,3.5,0.817,CS,3,University of Minnesota Twin Cities,0
0,110.0,0.0,156.0,167.0,4.0,0.851,EE,3,University of Minnesota Twin Cities,0
0,95.0,0.0,151.0,161.0,3.0,0.705,CS,3,University of Minnesota Twin Cities,0
0,119.0,0.0,169.0,170.0,5.0,0.69,CS,3,University of Minnesota Twin Cities,0
0,102.0,0.0,163.0,170.0,4.5,0.7116,EE,5,University of Minnesota Twin Cities,0
0,110.0,0.0,159.0,161.0,3.5,0.64,CS,3,University of Minnesota Twin Cities,0
0,103.0,0.0,153.0,168.0,3.5,0.85,EE,3,University of Minnesota Twin Cities,0
0,105.0,0.0,155.0,170.0,3.0,0.7230000000000001,CS,3,University of Minnesota Twin Cities,0
0,94.0,0.0,150.0,162.0,3.0,0.791,CS,2,University of Minnesota Twin Cities,0
0,113.0,0.0,162.0,170.0,4.5,0.635,CS,3,University of Minnesota Twin Cities,0
0,115.0,0.0,162.0,169.0,4.0,0.843,EE,3,University of Minnesota Twin Cities,0
0,115.0,0.0,158.0,164.0,3.5,0.74,CS,3,University of Minnesota Twin Cities,0
0,115.0,0.0,168.0,170.0,4.0,0.83,CS,2,University of Minnesota Twin Cities,0
0,105.0,0.0,153.0,170.0,3.5,0.7868999999999999,CS,5,University of Minnesota Twin Cities,0
0,113.0,12.0,153.0,161.0,4.0,0.8099999999999999,BA,3,University of Minnesota Twin Cities,0
0,101.0,0.0,150.0,170.0,3.5,0.8075,CS,3,University of Minnesota Twin Cities,0
0,110.0,0.0,150.0,170.0,3.0,0.7,CS,3,University of Minnesota Twin Cities,0
0,111.0,0.0,165.0,170.0,3.5,0.57,CS,3,University of Minnesota Twin Cities,0
0,108.0,0.0,148.0,164.0,4.0,0.771,OE,3,University of Minnesota Twin Cities,0
0,105.0,0.0,147.0,170.0,3.0,0.93,CS,3,University of Minnesota Twin Cities,0
0,111.0,0.0,161.0,169.0,3.5,0.866,CS,3,University of Minnesota Twin Cities,0
0,106.0,0.0,147.0,168.0,3.5,0.867,CS,3,University of Minnesota Twin Cities,0
0,108.0,0.0,156.0,170.0,4.5,0.68,EE,3,University of Minnesota Twin Cities,0
0,112.0,0.0,147.0,169.0,3.0,0.65,EE,3,University of Minnesota Twin Cities,0
0,104.0,0.0,156.0,170.0,4.0,0.752,EE,2,University of Minnesota Twin Cities,0
0,112.0,0.0,160.0,170.0,4.0,0.8400000000000001,CS,5,University of Minnesota Twin Cities,0
0,104.0,0.0,156.0,155.0,3.0,0.8039999999999999,OE,3,University of Minnesota Twin Cities,0
0,109.0,0.0,152.0,166.0,3.5,0.747,CS,3,University of Minnesota Twin Cities,0
0,96.0,0.0,150.0,161.0,3.5,0.7421,CS,3,University of Minnesota Twin Cities,0
0,91.0,0.0,147.0,161.0,3.0,0.5484,BA,3,University of Minnesota Twin Cities,0
0,110.0,0.0,154.0,162.0,3.5,0.73,OE,3,University of Minnesota Twin Cities,0
0,118.0,0.0,168.0,170.0,4.0,0.68,EE,3,University of Minnesota Twin Cities,0
0,102.0,0.0,152.0,170.0,3.0,0.7040000000000001,CS,3,University of Minnesota Twin Cities,0
0,115.0,0.0,158.0,166.0,4.0,0.7406,EE,3,University of Minnesota Twin Cities,0
0,111.0,2.0,162.0,166.0,4.0,0.765,OE,3,University of Minnesota Twin Cities,0
0,109.0,0.0,147.0,170.0,3.0,0.74,CS,3,University of Minnesota Twin Cities,0
0,101.0,0.0,151.0,170.0,4.0,0.748,EE,3,University of Minnesota Twin Cities,0
0,107.0,0.0,157.0,170.0,3.5,0.743,CS,3,University of Minnesota Twin Cities,0
0,110.0,2.0,147.0,163.0,3.5,0.8099999999999999,CS,4,University of Minnesota Twin Cities,0
0,107.0,0.0,154.0,170.0,3.0,0.85,CS,3,University of Minnesota Twin Cities,0
0,108.0,0.0,164.0,166.0,4.0,0.75,CS,3,University of Minnesota Twin Cities,0
0,117.0,0.0,169.0,170.0,5.0,0.63,CS,3,University of Minnesota Twin Cities,0
0,111.0,0.0,160.0,170.0,3.0,0.8699999999999999,OE,2,University of Minnesota Twin Cities,0
0,108.0,0.0,157.0,170.0,4.5,0.772,OE,3,University of Minnesota Twin Cities,0
0,93.0,0.0,150.0,163.0,3.0,0.8009999999999999,EE,3,University of Minnesota Twin Cities,0
0,111.0,0.0,154.0,161.0,4.0,0.77,EE,2,University of Minnesota Twin Cities,0
0,115.0,0.0,160.0,170.0,4.0,0.6759999999999999,EE,3,University of Minnesota Twin Cities,0
0,114.0,0.0,160.0,170.0,4.0,0.74,OE,2,University of Minnesota Twin Cities,0
0,117.0,0.0,161.0,170.0,5.5,0.84,OE,3,University of Minnesota Twin Cities,0
0,111.0,0.0,154.0,170.0,3.5,0.75,CS,3,University of Minnesota Twin Cities,0
0,116.0,0.0,161.0,168.0,4.5,0.7391,OE,2,University of Minnesota Twin Cities,0
0,104.0,0.0,149.0,167.0,3.0,0.72,CS,3,University of Minnesota Twin Cities,0
0,111.0,6.0,160.0,163.0,4.0,0.799,EE,3,University of Minnesota Twin Cities,0
0,108.0,0.0,158.0,170.0,3.5,0.79,EE,5,University of Minnesota Twin Cities,0
24,120.0,12.0,154.0,161.0,4.0,0.984,CS,3,University of Minnesota Twin Cities,0
0,106.0,0.0,150.0,170.0,4.0,0.81,CS,3,University of Minnesota Twin Cities,0
0,104.0,0.0,149.0,165.0,3.0,0.79,CS,2,University of Minnesota Twin Cities,0
0,113.0,0.0,167.0,166.0,4.5,0.767,CS,3,University of Minnesota Twin Cities,0
0,107.0,0.0,146.0,170.0,4.0,0.674,CS,3,University of Minnesota Twin Cities,0
0,87.0,0.0,149.0,164.0,3.0,0.705,EE,3,University of Minnesota Twin Cities,0
0,103.0,0.0,157.0,168.0,3.0,0.775,CS,3,University of Minnesota Twin Cities,0
0,114.0,0.0,153.0,170.0,3.5,0.7,EE,3,University of Minnesota Twin Cities,0
0,98.0,0.0,156.0,170.0,3.0,0.8230000000000001,CS,3,University of Minnesota Twin Cities,0
0,104.0,0.0,152.0,160.0,3.5,0.61,CS,3,University of Minnesota Twin Cities,0
0,119.0,0.0,160.0,170.0,4.5,0.792,CS,4,University of Minnesota Twin Cities,0
0,98.0,0.0,155.0,165.0,4.0,0.8550000000000001,EE,3,University of Minnesota Twin Cities,0
0,113.0,0.0,153.0,168.0,4.0,0.883,CS,3,University of Minnesota Twin Cities,0
0,88.0,0.0,151.0,160.0,3.0,0.78,EE,3,University of Minnesota Twin Cities,0
0,108.0,0.0,152.0,168.0,3.5,0.75,CS,3,University of Minnesota Twin Cities,0
0,114.0,0.0,153.0,170.0,4.0,0.7,EE,5,University of Minnesota Twin Cities,0
0,105.0,0.0,143.0,169.0,3.0,0.86,OE,3,University of Minnesota Twin Cities,0
0,93.0,0.0,153.0,158.0,3.0,0.76,CS,4,University of Minnesota Twin Cities,0
0,113.0,0.0,152.0,164.0,4.0,0.8,CS,3,University of Minnesota Twin Cities,0
0,95.0,0.0,149.0,170.0,3.0,0.72,CS,5,University of Minnesota Twin Cities,0
0,113.0,0.0,165.0,167.0,4.5,0.7889999999999999,CS,3,University of Minnesota Twin Cities,0
0,93.0,0.0,145.0,161.0,3.0,0.784,EE,3,University of Minnesota Twin Cities,0
0,103.0,0.0,157.0,164.0,3.0,0.841,EE,2,University of Minnesota Twin Cities,0
0,106.0,0.0,153.0,170.0,3.5,0.73,CS,5,University of Minnesota Twin Cities,0
0,102.0,0.0,163.0,170.0,3.5,0.6548,OE,3,University of Minnesota Twin Cities,0
0,90.0,0.0,137.0,170.0,3.0,0.6779999999999999,EE,2,University of Minnesota Twin Cities,0
0,106.0,0.0,159.0,169.0,4.0,0.769,CS,3,University of Minnesota Twin Cities,0
0,104.0,0.0,150.0,164.0,3.0,0.717,EE,3,University of Minnesota Twin Cities,0
0,117.0,0.0,168.0,170.0,5.5,0.63,CS,3,University of Minnesota Twin Cities,0
0,113.0,2.0,159.0,170.0,4.0,0.77,OE,5,University of Michigan Ann Arbor,1
0,115.0,0.0,91.0,99.0,4.5,0.86,EE,3,University of Michigan Ann Arbor,1
0,101.0,0.0,161.0,168.0,3.5,0.723,OE,3,University of Michigan Ann Arbor,1
0,112.0,0.0,156.0,170.0,4.5,0.9,OE,3,University of Michigan Ann Arbor,1
0,112.0,0.0,153.0,170.0,4.0,0.8737,EE,2,University of Michigan Ann Arbor,1
0,119.0,0.0,150.0,170.0,4.0,0.74,BA,3,University of Michigan Ann Arbor,1
0,116.0,0.0,159.0,170.0,4.5,0.922,CS,2,University of Michigan Ann Arbor,1
0,97.0,0.0,153.0,168.0,3.5,0.68,BA,3,University of Michigan Ann Arbor,1
0,111.0,0.0,151.0,170.0,5.0,0.83,OE,3,University of Michigan Ann Arbor,1
0,117.0,2.0,158.0,170.0,4.5,0.9269999999999999,OE,2,University of Michigan Ann Arbor,1
0,116.0,0.0,147.0,170.0,4.0,0.69,OE,3,University of Michigan Ann Arbor,1
0,111.0,0.0,161.0,170.0,3.5,0.9179999999999999,OE,3,University of Michigan Ann Arbor,1
0,106.0,0.0,151.0,167.0,4.0,0.7,OE,3,University of Michigan Ann Arbor,1
0,114.0,0.0,150.0,170.0,4.0,0.914,OE,2,University of Michigan Ann Arbor,1
0,114.0,0.0,156.0,161.0,4.0,0.808,CS,2,University of Michigan Ann Arbor,1
0,97.0,0.0,153.0,170.0,3.0,0.71,OE,3,University of Michigan Ann Arbor,1
0,110.0,0.0,166.0,170.0,4.0,0.75,CS,3,University of Michigan Ann Arbor,1
0,115.0,0.0,168.0,167.0,4.0,0.883,EE,3,University of Michigan Ann Arbor,1
0,108.0,0.0,156.0,170.0,4.0,0.7433,OE,3,University of Michigan Ann Arbor,1
0,109.0,0.0,158.0,165.0,3.5,0.8869999999999999,OE,4,University of Michigan Ann Arbor,1
0,111.0,0.0,158.0,165.0,3.5,0.6612,BA,3,University of Michigan Ann Arbor,1
0,109.0,0.0,164.0,170.0,4.0,0.875,OE,3,University of Michigan Ann Arbor,1
0,118.0,0.0,156.0,168.0,4.5,0.74,SS,2,University of Michigan Ann Arbor,1
0,118.0,0.0,164.0,169.0,4.0,0.9029999999999999,OE,3,University of Michigan Ann Arbor,1
12,112.0,6.0,152.0,162.0,3.5,0.935,OE,2,University of Michigan Ann Arbor,1
7,114.0,2.0,163.0,166.0,4.5,0.8949999999999999,OE,3,University of Michigan Ann Arbor,1
0,118.0,0.0,159.0,168.0,4.5,0.765,CS,3,University of Michigan Ann Arbor,1
0,110.0,0.0,161.0,170.0,4.0,0.68,OE,3,University of Michigan Ann Arbor,1
0,102.0,0.0,162.0,166.0,3.0,0.9730000000000001,EE,3,University of Michigan Ann Arbor,1
0,117.0,0.0,165.0,170.0,4.5,0.83,CS,3,University of Michigan Ann Arbor,1
0,100.0,0.0,154.0,163.0,4.0,0.9349999999999999,OE,3,University of Michigan Ann Arbor,1
0,117.0,0.0,164.0,169.0,4.0,0.9650000000000001,EE,2,University of Michigan Ann Arbor,1
0,112.0,0.0,158.0,168.0,5.0,0.9,OE,3,University of Michigan Ann Arbor,1
0,112.0,0.0,146.0,169.0,3.5,0.7666,OE,3,University of Michigan Ann Arbor,1
0,117.0,0.0,152.0,170.0,4.5,0.72,CS,3,University of Michigan Ann Arbor,1
0,118.0,0.0,156.0,170.0,5.5,0.9875,OE,2,University of Michigan Ann Arbor,1
0,119.0,0.0,166.0,167.0,5.0,0.9650000000000001,OE,3,University of Michigan Ann Arbor,1
0,114.0,0.0,159.0,170.0,4.5,0.848,EE,3,University of Michigan Ann Arbor,1
0,116.0,0.0,151.0,170.0,4.5,0.67,CS,3,University of Michigan Ann Arbor,1
0,103.0,6.0,152.0,162.0,3.0,0.921,,3,University of Michigan Ann Arbor,1
0,101.0,0.0,145.0,170.0,3.5,0.852,OE,3,University of Michigan Ann Arbor,1
0,115.0,0.0,163.0,170.0,4.0,0.8130000000000001,CS,3,University of Michigan Ann Arbor,1
0,111.0,0.0,161.0,170.0,4.0,0.79,CS,3,University of Michigan Ann Arbor,1
0,107.0,0.0,151.0,170.0,4.0,0.9119999999999999,EE,3,University of Michigan Ann Arbor,1
0,105.0,0.0,151.0,170.0,4.0,0.9550000000000001,EE,3,University of Michigan Ann Arbor,1
0,111.0,0.0,160.0,167.0,4.5,0.9112,OE,3,University of Michigan Ann Arbor,1
0,119.0,0.0,170.0,166.0,4.5,0.8800000000000001,CS,3,University of Michigan Ann Arbor,1
0,113.0,0.0,154.0,160.0,3.0,0.69,BA,2,University of Michigan Ann Arbor,1
0,114.0,0.0,157.0,168.0,4.0,0.753,OE,3,University of Michigan Ann Arbor,1
0,114.0,0.0,161.0,170.0,4.0,0.943,OE,3,University of Michigan Ann Arbor,1
0,115.0,0.0,163.0,159.0,5.0,1.0,SD,2,University of Michigan Ann Arbor,1
0,93.0,0.0,149.0,165.0,3.5,0.7696,SD,3,University of Michigan Ann Arbor,1
0,102.0,0.0,154.0,164.0,4.0,0.73,BA,1,University of Michigan Ann Arbor,1
0,114.0,0.0,158.0,170.0,4.5,0.8,CS,3,University of Michigan Ann Arbor,1
0,105.0,0.0,152.0,162.0,3.0,0.74,EE,4,University of Michigan Ann Arbor,1
0,118.0,0.0,160.0,166.0,4.0,0.897,OE,2,University of Michigan Ann Arbor,1
0,107.0,0.0,154.0,170.0,3.0,0.932,OE,3,University of Michigan Ann Arbor,1
0,101.0,0.0,151.0,165.0,3.0,0.8099999999999999,,3,University of Michigan Ann Arbor,1
30,108.0,6.0,155.0,168.0,4.5,0.851,EE,4,University of Michigan Ann Arbor,1
0,118.0,0.0,162.0,170.0,4.0,0.75,OE,3,University of Michigan Ann Arbor,1
0,107.0,0.0,148.0,162.0,3.5,0.968,EE,3,University of Michigan Ann Arbor,1
0,108.0,0.0,152.0,170.0,3.5,0.9019999999999999,EE,3,University of Michigan Ann Arbor,1
0,112.0,0.0,143.0,170.0,4.0,0.758,OE,3,University of Michigan Ann Arbor,1
0,100.0,0.0,164.0,170.0,3.0,0.7004,EE,3,University of Michigan Ann Arbor,1
0,119.0,0.0,155.0,169.0,4.0,0.82,CS,3,University of Michigan Ann Arbor,1
0,113.0,0.0,158.0,170.0,4.0,0.873,EE,3,University of Michigan Ann Arbor,1
0,108.0,0.0,166.0,170.0,4.0,0.8710000000000001,EE,3,University of Michigan Ann Arbor,1
0,108.0,0.0,168.0,170.0,3.5,0.67,OE,3,University of Michigan Ann Arbor,1
0,116.0,0.0,162.0,168.0,5.0,0.9109999999999999,EE,4,University of Michigan Ann Arbor,1
0,112.0,0.0,153.0,164.0,4.0,0.8869999999999999,EE,3,University of Michigan Ann Arbor,1
12,116.0,0.0,156.0,161.0,3.5,0.85,EE,3,University of Michigan Ann Arbor,1
0,116.0,0.0,160.0,170.0,4.0,0.88,EE,1,University of Michigan Ann Arbor,1
0,102.0,0.0,144.0,169.0,4.0,0.835,OE,3,University of Michigan Ann Arbor,1
0,107.0,0.0,157.0,170.0,5.0,0.98,EE,5,University of Michigan Ann Arbor,1
0,112.0,0.0,159.0,170.0,4.5,0.921,CS,3,University of Michigan Ann Arbor,1
